シリーズ,防具名,グレード,レベル,ゼニー,素材1,個数1,素材2,個数2,素材3,個数3,素材4,個数4
ウルムー,ウルムーヘルム,8,5,10000,竜玉のかけら,2,セッチャクロアリ,29,ドラグライト鉱石,12,浮空竜の毛皮,70
ウルムー,ウルムーヘルム,9,1,30000,竜玉のかけら,3,ゴム質の良質な甲殻,5,防具精錬材,7,,
ウルムー,ウルムーヘルム,9,2,10000,浮空竜の翼膜,25,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーヘルム,9,3,15000,竜玉のかけら,3,ゴム質の甲殻,20,マカライト鉱石,34,不死虫,36
ウルムー,ウルムーヘルム,9,4,20000,浮空竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーヘルム,9,5,25000,竜玉のかけら,3,セッチャクロアリ,36,ドラグライト鉱石,15,浮空竜の毛皮,140
ウルムー,ウルムーヘルム,10,1,75000,竜玉のかけら,5,ゴム質の良質な甲殻,10,防具精錬材,9,,
ウルムー,ウルムーヘルム,10,2,25000,浮空竜の翼膜,30,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーヘルム,10,3,37500,竜玉のかけら,10,ゴム質の甲殻,25,マカライト鉱石,41,不死虫,44
ウルムー,ウルムーヘルム,10,4,50000,浮空竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーヘルム,10,5,62500,竜玉のかけら,15,セッチャクロアリ,44,ドラグライト鉱石,22,浮空竜の毛皮,210
ウルムー,ウルムーメイル,3,1,600,ゴム質の甲殻,2,マカライト鉱石,2,浮空竜の毛皮,3,,
ウルムー,ウルムーメイル,3,2,200,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーメイル,3,3,300,浮空竜の翼膜,3,浮空竜の毛皮,3,不死虫,2,,
ウルムー,ウルムーメイル,3,4,400,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーメイル,3,5,500,セッチャクロアリ,3,ドラグライト鉱石,1,浮空竜の毛皮,3,,
ウルムー,ウルムーメイル,4,1,900,浮空竜の良質な鱗,2,ゴム質の甲殻,2,マカライト鉱石,4,浮空竜の毛皮,4
ウルムー,ウルムーメイル,4,2,300,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーメイル,4,3,450,浮空竜の翼膜,4,浮空竜の毛皮,4,不死虫,3,,
ウルムー,ウルムーメイル,4,4,600,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーメイル,4,5,750,セッチャクロアリ,6,ドラグライト鉱石,2,浮空竜の毛皮,4,,
ウルムー,ウルムーメイル,5,1,1500,浮空竜の良質な鱗,3,ゴム質の甲殻,3,マカライト鉱石,6,浮空竜の毛皮,6
ウルムー,ウルムーメイル,5,2,500,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーメイル,5,3,750,浮空竜の翼膜,5,不死虫,9,浮空竜の毛皮,6,,
ウルムー,ウルムーメイル,5,4,1000,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーメイル,5,5,1250,セッチャクロアリ,9,ドラグライト鉱石,3,浮空竜の毛皮,6,,
ウルムー,ウルムーメイル,6,1,3000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,3,防具精錬材,1,浮空竜の毛皮,13
ウルムー,ウルムーメイル,6,2,1000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーメイル,6,3,1500,ゴム質の甲殻,8,浮空竜の翼膜,10,不死虫,14,浮空竜の毛皮,13
ウルムー,ウルムーメイル,6,4,2000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーメイル,6,5,2500,セッチャクロアリ,14,ドラグライト鉱石,5,マカライト鉱石,14,浮空竜の毛皮,13
ウルムー,ウルムーメイル,7,1,6000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,6,防具精錬材,3,浮空竜の毛皮,17
ウルムー,ウルムーメイル,7,2,2000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーメイル,7,3,3000,ゴム質の甲殻,10,浮空竜の翼膜,15,不死虫,22,浮空竜の毛皮,17
ウルムー,ウルムーメイル,7,4,4000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーメイル,7,5,5000,セッチャクロアリ,22,ドラグライト鉱石,8,マカライト鉱石,21,浮空竜の毛皮,17
ウルムー,ウルムーメイル,8,1,12000,竜玉のかけら,2,ゴム質の良質な甲殻,3,防具精錬材,5,,
ウルムー,ウルムーメイル,8,2,4000,浮空竜の翼膜,20,翼竜の皮,45,鉄鉱石,37,,
ウルムー,ウルムーメイル,8,3,6000,竜玉のかけら,2,ゴム質の甲殻,15,マカライト鉱石,28,不死虫,29
ウルムー,ウルムーメイル,8,4,8000,浮空竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ウルムー,ウルムーメイル,8,5,10000,竜玉のかけら,2,セッチャクロアリ,29,ドラグライト鉱石,12,浮空竜の毛皮,70
ウルムー,ウルムーメイル,9,1,30000,竜玉のかけら,3,ゴム質の良質な甲殻,5,防具精錬材,7,,
ウルムー,ウルムーメイル,9,2,10000,浮空竜の翼膜,25,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーメイル,9,3,15000,竜玉のかけら,3,ゴム質の甲殻,20,マカライト鉱石,34,不死虫,36
ウルムー,ウルムーメイル,9,4,20000,浮空竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーメイル,9,5,25000,竜玉のかけら,3,セッチャクロアリ,36,ドラグライト鉱石,15,浮空竜の毛皮,140
ウルムー,ウルムーメイル,10,1,75000,竜玉のかけら,5,ゴム質の良質な甲殻,10,防具精錬材,9,,
ウルムー,ウルムーメイル,10,2,25000,浮空竜の翼膜,30,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーメイル,10,3,37500,竜玉のかけら,10,ゴム質の甲殻,25,マカライト鉱石,41,不死虫,44
ウルムー,ウルムーメイル,10,4,50000,浮空竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーメイル,10,5,62500,竜玉のかけら,15,セッチャクロアリ,44,ドラグライト鉱石,22,浮空竜の毛皮,210
ウルムー,ウルムーアーム,3,1,600,ゴム質の甲殻,2,マカライト鉱石,2,浮空竜の毛皮,3,,
ウルムー,ウルムーアーム,3,2,200,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーアーム,3,3,300,浮空竜の翼膜,3,浮空竜の毛皮,3,不死虫,2,,
ウルムー,ウルムーアーム,3,4,400,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーアーム,3,5,500,セッチャクロアリ,3,ドラグライト鉱石,1,浮空竜の毛皮,3,,
ウルムー,ウルムーアーム,4,1,900,浮空竜の良質な鱗,2,ゴム質の甲殻,2,マカライト鉱石,4,浮空竜の毛皮,4
ウルムー,ウルムーアーム,4,2,300,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーアーム,4,3,450,浮空竜の翼膜,4,浮空竜の毛皮,4,不死虫,3,,
ウルムー,ウルムーアーム,4,4,600,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーアーム,4,5,750,セッチャクロアリ,6,ドラグライト鉱石,2,浮空竜の毛皮,4,,
ウルムー,ウルムーアーム,5,1,1500,浮空竜の良質な鱗,3,ゴム質の甲殻,3,マカライト鉱石,6,浮空竜の毛皮,6
ウルムー,ウルムーアーム,5,2,500,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーアーム,5,3,750,浮空竜の翼膜,5,不死虫,9,浮空竜の毛皮,6,,
ウルムー,ウルムーアーム,5,4,1000,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーアーム,5,5,1250,セッチャクロアリ,9,ドラグライト鉱石,3,浮空竜の毛皮,6,,
ウルムー,ウルムーアーム,6,1,3000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,3,防具精錬材,1,浮空竜の毛皮,13
ウルムー,ウルムーアーム,6,2,1000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーアーム,6,3,1500,ゴム質の甲殻,8,浮空竜の翼膜,10,不死虫,14,浮空竜の毛皮,13
ウルムー,ウルムーアーム,6,4,2000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーアーム,6,5,2500,セッチャクロアリ,14,ドラグライト鉱石,5,マカライト鉱石,14,浮空竜の毛皮,13
ウルムー,ウルムーアーム,7,1,6000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,6,防具精錬材,3,浮空竜の毛皮,17
ウルムー,ウルムーアーム,7,2,2000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーアーム,7,3,3000,ゴム質の甲殻,10,浮空竜の翼膜,15,不死虫,22,浮空竜の毛皮,17
ウルムー,ウルムーアーム,7,4,4000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーアーム,7,5,5000,セッチャクロアリ,22,ドラグライト鉱石,8,マカライト鉱石,21,浮空竜の毛皮,17
ウルムー,ウルムーアーム,8,1,12000,竜玉のかけら,2,ゴム質の良質な甲殻,3,防具精錬材,5,,
ウルムー,ウルムーアーム,8,2,4000,浮空竜の翼膜,20,翼竜の皮,45,鉄鉱石,37,,
ウルムー,ウルムーアーム,8,3,6000,竜玉のかけら,2,ゴム質の甲殻,15,マカライト鉱石,28,不死虫,29
ウルムー,ウルムーアーム,8,4,8000,浮空竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ウルムー,ウルムーアーム,8,5,10000,竜玉のかけら,2,セッチャクロアリ,29,ドラグライト鉱石,12,浮空竜の毛皮,70
ウルムー,ウルムーアーム,9,1,30000,竜玉のかけら,3,ゴム質の良質な甲殻,5,防具精錬材,7,,
ウルムー,ウルムーアーム,9,2,10000,浮空竜の翼膜,25,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーアーム,9,3,15000,竜玉のかけら,3,ゴム質の甲殻,20,マカライト鉱石,34,不死虫,36
ウルムー,ウルムーアーム,9,4,20000,浮空竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーアーム,9,5,25000,竜玉のかけら,3,セッチャクロアリ,36,ドラグライト鉱石,15,浮空竜の毛皮,140
ウルムー,ウルムーアーム,10,1,75000,竜玉のかけら,5,ゴム質の良質な甲殻,10,防具精錬材,9,,
ウルムー,ウルムーアーム,10,2,25000,浮空竜の翼膜,30,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーアーム,10,3,37500,竜玉のかけら,10,ゴム質の甲殻,25,マカライト鉱石,41,不死虫,44
ウルムー,ウルムーアーム,10,4,50000,浮空竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーアーム,10,5,62500,竜玉のかけら,15,セッチャクロアリ,44,ドラグライト鉱石,22,浮空竜の毛皮,210
ウルムー,ウルムーコイル,3,1,600,ゴム質の甲殻,2,マカライト鉱石,2,浮空竜の毛皮,3,,
ウルムー,ウルムーコイル,3,2,200,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーコイル,3,3,300,浮空竜の翼膜,3,浮空竜の毛皮,3,不死虫,2,,
ウルムー,ウルムーコイル,3,4,400,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーコイル,3,5,500,セッチャクロアリ,3,ドラグライト鉱石,1,浮空竜の毛皮,3,,
ウルムー,ウルムーコイル,4,1,900,浮空竜の良質な鱗,2,ゴム質の甲殻,2,マカライト鉱石,4,浮空竜の毛皮,4
ウルムー,ウルムーコイル,4,2,300,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーコイル,4,3,450,浮空竜の翼膜,4,浮空竜の毛皮,4,不死虫,3,,
ウルムー,ウルムーコイル,4,4,600,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーコイル,4,5,750,セッチャクロアリ,6,ドラグライト鉱石,2,浮空竜の毛皮,4,,
ウルムー,ウルムーコイル,5,1,1500,浮空竜の良質な鱗,3,ゴム質の甲殻,3,マカライト鉱石,6,浮空竜の毛皮,6
ウルムー,ウルムーコイル,5,2,500,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーコイル,5,3,750,浮空竜の翼膜,5,不死虫,9,浮空竜の毛皮,6,,
ウルムー,ウルムーコイル,5,4,1000,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーコイル,5,5,1250,セッチャクロアリ,9,ドラグライト鉱石,3,浮空竜の毛皮,6,,
ウルムー,ウルムーコイル,6,1,3000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,3,防具精錬材,1,浮空竜の毛皮,13
ウルムー,ウルムーコイル,6,2,1000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーコイル,6,3,1500,ゴム質の甲殻,8,浮空竜の翼膜,10,不死虫,14,浮空竜の毛皮,13
ウルムー,ウルムーコイル,6,4,2000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーコイル,6,5,2500,セッチャクロアリ,14,ドラグライト鉱石,5,マカライト鉱石,14,浮空竜の毛皮,13
ウルムー,ウルムーコイル,7,1,6000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,6,防具精錬材,3,浮空竜の毛皮,17
ウルムー,ウルムーコイル,7,2,2000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーコイル,7,3,3000,ゴム質の甲殻,10,浮空竜の翼膜,15,不死虫,22,浮空竜の毛皮,17
ウルムー,ウルムーコイル,7,4,4000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーコイル,7,5,5000,セッチャクロアリ,22,ドラグライト鉱石,8,マカライト鉱石,21,浮空竜の毛皮,17
ウルムー,ウルムーコイル,8,1,12000,竜玉のかけら,2,ゴム質の良質な甲殻,3,防具精錬材,5,,
ウルムー,ウルムーコイル,8,2,4000,浮空竜の翼膜,20,翼竜の皮,45,鉄鉱石,37,,
ウルムー,ウルムーコイル,8,3,6000,竜玉のかけら,2,ゴム質の甲殻,15,マカライト鉱石,28,不死虫,29
ウルムー,ウルムーコイル,8,4,8000,浮空竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ウルムー,ウルムーコイル,8,5,10000,竜玉のかけら,2,セッチャクロアリ,29,ドラグライト鉱石,12,浮空竜の毛皮,70
ウルムー,ウルムーコイル,9,1,30000,竜玉のかけら,3,ゴム質の良質な甲殻,5,防具精錬材,7,,
ウルムー,ウルムーコイル,9,2,10000,浮空竜の翼膜,25,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーコイル,9,3,15000,竜玉のかけら,3,ゴム質の甲殻,20,マカライト鉱石,34,不死虫,36
ウルムー,ウルムーコイル,9,4,20000,浮空竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーコイル,9,5,25000,竜玉のかけら,3,セッチャクロアリ,36,ドラグライト鉱石,15,浮空竜の毛皮,140
ウルムー,ウルムーコイル,10,1,75000,竜玉のかけら,5,ゴム質の良質な甲殻,10,防具精錬材,9,,
ウルムー,ウルムーコイル,10,2,25000,浮空竜の翼膜,30,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーコイル,10,3,37500,竜玉のかけら,10,ゴム質の甲殻,25,マカライト鉱石,41,不死虫,44
ウルムー,ウルムーコイル,10,4,50000,浮空竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーコイル,10,5,62500,竜玉のかけら,15,セッチャクロアリ,44,ドラグライト鉱石,22,浮空竜の毛皮,210
ウルムー,ウルムーグリーヴ,3,1,600,ゴム質の甲殻,2,マカライト鉱石,2,浮空竜の毛皮,3,,
ウルムー,ウルムーグリーヴ,3,2,200,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーグリーヴ,3,3,300,浮空竜の翼膜,3,浮空竜の毛皮,3,不死虫,2,,
ウルムー,ウルムーグリーヴ,3,4,400,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーグリーヴ,3,5,500,セッチャクロアリ,3,ドラグライト鉱石,1,浮空竜の毛皮,3,,
ウルムー,ウルムーグリーヴ,4,1,900,浮空竜の良質な鱗,2,ゴム質の甲殻,2,マカライト鉱石,4,浮空竜の毛皮,4
ウルムー,ウルムーグリーヴ,4,2,300,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーグリーヴ,4,3,450,浮空竜の翼膜,4,浮空竜の毛皮,4,不死虫,3,,
ウルムー,ウルムーグリーヴ,4,4,600,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーグリーヴ,4,5,750,セッチャクロアリ,6,ドラグライト鉱石,2,浮空竜の毛皮,4,,
ウルムー,ウルムーグリーヴ,5,1,1500,浮空竜の良質な鱗,3,ゴム質の甲殻,3,マカライト鉱石,6,浮空竜の毛皮,6
ウルムー,ウルムーグリーヴ,5,2,500,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーグリーヴ,5,3,750,浮空竜の翼膜,5,不死虫,9,浮空竜の毛皮,6,,
ウルムー,ウルムーグリーヴ,5,4,1000,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーグリーヴ,5,5,1250,セッチャクロアリ,9,ドラグライト鉱石,3,浮空竜の毛皮,6,,
ウルムー,ウルムーグリーヴ,6,1,3000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,3,防具精錬材,1,浮空竜の毛皮,13
ウルムー,ウルムーグリーヴ,6,2,1000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーグリーヴ,6,3,1500,ゴム質の甲殻,8,浮空竜の翼膜,10,不死虫,14,浮空竜の毛皮,13
ウルムー,ウルムーグリーヴ,6,4,2000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーグリーヴ,6,5,2500,セッチャクロアリ,14,ドラグライト鉱石,5,マカライト鉱石,14,浮空竜の毛皮,13
ウルムー,ウルムーグリーヴ,7,1,6000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,6,防具精錬材,3,浮空竜の毛皮,17
ウルムー,ウルムーグリーヴ,7,2,2000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーグリーヴ,7,3,3000,ゴム質の甲殻,10,浮空竜の翼膜,15,不死虫,22,浮空竜の毛皮,17
ウルムー,ウルムーグリーヴ,7,4,4000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーグリーヴ,7,5,5000,セッチャクロアリ,22,ドラグライト鉱石,8,マカライト鉱石,21,浮空竜の毛皮,17
ウルムー,ウルムーグリーヴ,8,1,12000,竜玉のかけら,2,ゴム質の良質な甲殻,3,防具精錬材,5,,
ウルムー,ウルムーグリーヴ,8,2,4000,浮空竜の翼膜,20,翼竜の皮,45,鉄鉱石,37,,
ウルムー,ウルムーグリーヴ,8,3,6000,竜玉のかけら,2,ゴム質の甲殻,15,マカライト鉱石,28,不死虫,29
ウルムー,ウルムーグリーヴ,8,4,8000,浮空竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ウルムー,ウルムーグリーヴ,8,5,10000,竜玉のかけら,2,セッチャクロアリ,29,ドラグライト鉱石,12,浮空竜の毛皮,70
ウルムー,ウルムーグリーヴ,9,1,30000,竜玉のかけら,3,ゴム質の良質な甲殻,5,防具精錬材,7,,
ウルムー,ウルムーグリーヴ,9,2,10000,浮空竜の翼膜,25,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーグリーヴ,9,3,15000,竜玉のかけら,3,ゴム質の甲殻,20,マカライト鉱石,34,不死虫,36
ウルムー,ウルムーグリーヴ,9,4,20000,浮空竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ウルムー,ウルムーグリーヴ,9,5,25000,竜玉のかけら,3,セッチャクロアリ,36,ドラグライト鉱石,15,浮空竜の毛皮,140
ウルムー,ウルムーグリーヴ,10,1,75000,竜玉のかけら,5,ゴム質の良質な甲殻,10,防具精錬材,9,,
ウルムー,ウルムーグリーヴ,10,2,25000,浮空竜の翼膜,30,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーグリーヴ,10,3,37500,竜玉のかけら,10,ゴム質の甲殻,25,マカライト鉱石,41,不死虫,44
ウルムー,ウルムーグリーヴ,10,4,50000,浮空竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ウルムー,ウルムーグリーヴ,10,5,62500,竜玉のかけら,15,セッチャクロアリ,44,ドラグライト鉱石,22,浮空竜の毛皮,210
ジュラ,ジュラヘルム,3,1,600,,,,,,,,
ジュラ,ジュラヘルム,3,2,200,,,,,,,,
ジュラ,ジュラヘルム,3,3,300,,,,,,,,
ジュラ,ジュラヘルム,3,4,400,,,,,,,,
ジュラ,ジュラヘルム,3,5,500,,,,,,,,
ジュラ,ジュラヘルム,4,1,900,,,,,,,,
ジュラ,ジュラヘルム,4,2,300,,,,,,,,
ジュラ,ジュラヘルム,4,3,450,,,,,,,,
ジュラ,ジュラヘルム,4,4,600,,,,,,,,
ジュラ,ジュラヘルム,4,5,750,,,,,,,,
ジュラ,ジュラヘルム,5,1,1500,,,,,,,,
ジュラ,ジュラヘルム,5,2,500,,,,,,,,
ジュラ,ジュラヘルム,5,3,750,,,,,,,,
ジュラ,ジュラヘルム,5,4,1000,,,,,,,,
