名前,グレード,レベル,攻撃力,属性値,防御力
ケマスエスパダ,8,1,640,638,
ケマスエスパダ,9,1,808,867,
ケマスエスパダ,10,1,1020,1173,
ケマスエスパダ,10,5,1222,1458,
炎尾鑢フェロセラ,6,1,400,343,
炎尾鑢フェロセラ,7,1,506,470,
炎尾鑢フェロセラ,8,1,640,638,
炎尾鑢フェロセラ,9,1,808,867,
炎尾鑢フェロセラ,10,1,1020,1173,
炎尾鑢フェロセラ,10,5,1222,1458,
ケマスリーマ,2,1,114,68,
ケマスリーマ,3,1,160,107,
ケマスリーマ,4,1,225,164,
ケマスリーマ,5,1,316,251,
ケマスリーマ,6,1,400,343,
ケマスリーマ,7,1,506,470,
ケマスリーマ,8,1,640,638,
ケマスリーマ,9,1,808,867,
ケマスリーマ,10,1,1020,1173,
ケマスリーマ,10,5,1222,1458,
炎尾槍カミネートー,6,1,400,343,
炎尾槍カミネートー,7,1,506,470,
炎尾槍カミネートー,8,1,640,638,
炎尾槍カミネートー,9,1,808,867,
炎尾槍カミネートー,10,1,1020,1173,
炎尾槍カミネートー,10,5,1222,1458,
ケマスランツァ,2,1,114,68,
ケマスランツァ,3,1,160,107,
ケマスランツァ,4,1,225,164,
ケマスランツァ,5,1,316,251,
ケマスランツァ,6,1,400,343,
ケマスランツァ,7,1,506,470,
ケマスランツァ,8,1,640,638,
ケマスランツァ,9,1,808,867,
ケマスランツァ,10,1,1020,1173,
ケマスランツァ,10,5,1222,1458,
炎尾銃槍ケマドーラ,6,1,400,343,
炎尾銃槍ケマドーラ,7,1,506,470,
炎尾銃槍ケマドーラ,8,1,640,638,
炎尾銃槍ケマドーラ,9,1,808,867,
炎尾銃槍ケマドーラ,10,1,1020,1173,
炎尾銃槍ケマドーラ,10,5,1222,1458,
ケマスカニョン,2,1,114,68,
ケマスカニョン,3,1,160,107,
ケマスカニョン,4,1,225,164,
ケマスカニョン,5,1,316,251,
ケマスカニョン,6,1,400,343,
ケマスカニョン,7,1,506,470,
ケマスカニョン,8,1,640,638,
ケマスカニョン,9,1,808,867,
ケマスカニョン,10,1,1020,1173,
ケマスカニョン,10,5,1222,1458,
炎尾弓リビオラ,6,1,400,343,
炎尾弓リビオラ,7,1,506,470,
炎尾弓リビオラ,8,1,640,638,
炎尾弓リビオラ,9,1,808,867,
炎尾弓リビオラ,10,1,1020,1173,
炎尾弓リビオラ,10,5,1222,1458,
ケマスアルコ,2,1,114,68,
ケマスアルコ,3,1,160,107,
ケマスアルコ,4,1,225,164,
ケマスアルコ,5,1,316,251,
ケマスアルコ,6,1,400,343,
ケマスアルコ,7,1,506,470,
ケマスアルコ,8,1,640,638,
ケマスアルコ,9,1,808,867,
ケマスアルコ,10,1,1020,1173,
ケマスアルコ,10,5,1222,1458,
血宴のケルツィエ,6,1,433,433,
血宴のケルツィエ,7,1,560,560,
血宴のケルツィエ,8,1,723,723,
血宴のケルツィエ,9,1,933,933,
血宴のケルツィエ,10,1,1205,1205,
血宴のケルツィエ,10,5,1444,1622,
血爪のヴンデ,6,1,433,433,
血爪のヴンデ,7,1,560,560,
血爪のヴンデ,8,1,723,723,
血爪のヴンデ,9,1,933,933,
血爪のヴンデ,10,1,1205,1205,
血爪のヴンデ,10,5,1444,1622,
断頭のシュナイデン,6,1,433,433,
断頭のシュナイデン,7,1,560,560,
断頭のシュナイデン,8,1,723,723,
断頭のシュナイデン,9,1,933,933,
断頭のシュナイデン,10,1,1205,1205,
断頭のシュナイデン,10,5,1444,1622,
裂空のフリューゲル,6,1,433,433,
裂空のフリューゲル,7,1,560,560,
裂空のフリューゲル,8,1,723,723,
裂空のフリューゲル,9,1,933,933,
裂空のフリューゲル,10,1,1205,1205,
裂空のフリューゲル,10,5,1444,1622,
噛砕のザシュラ,6,1,433,433,
噛砕のザシュラ,7,1,560,560,
噛砕のザシュラ,8,1,723,723,
噛砕のザシュラ,9,1,933,933,
噛砕のザシュラ,10,1,1205,1205,
噛砕のザシュラ,10,5,1444,1622,
串刺のプファール,6,1,433,433,
串刺のプファール,7,1,560,560,
串刺のプファール,8,1,723,723,
串刺のプファール,9,1,933,933,
串刺のプファール,10,1,1205,1205,
串刺のプファール,10,5,1444,1622,
焦熱のシュライエン,6,1,433,433,
焦熱のシュライエン,7,1,560,560,
焦熱のシュライエン,8,1,723,723,
焦熱のシュライエン,9,1,933,933,
焦熱のシュライエン,10,1,1205,1205,
焦熱のシュライエン,10,5,1444,1622,
八裂のフォルター,6,1,433,433,
八裂のフォルター,7,1,560,560,
八裂のフォルター,8,1,723,723,
八裂のフォルター,9,1,933,933,
八裂のフォルター,10,1,1205,1205,
八裂のフォルター,10,5,1444,1622,
血鷲のアードラ,6,1,433,433,
血鷲のアードラ,7,1,560,560,
血鷲のアードラ,8,1,723,723,
血鷲のアードラ,9,1,933,933,
血鷲のアードラ,10,1,1205,1205,
血鷲のアードラ,10,5,1444,1622,
葬銀のクーゲル,6,1,433,433,
葬銀のクーゲル,7,1,560,560,
葬銀のクーゲル,8,1,723,723,
葬銀のクーゲル,9,1,933,933,
葬銀のクーゲル,10,1,1205,1205,
葬銀のクーゲル,10,5,1444,1622,
欲動のトーデス,6,1,433,433,
欲動のトーデス,7,1,560,560,
欲動のトーデス,8,1,723,723,
欲動のトーデス,9,1,933,933,
欲動のトーデス,10,1,1205,1205,
欲動のトーデス,10,5,1444,1622,
渇望のヴァンピア,6,1,433,433,
渇望のヴァンピア,7,1,560,560,
渇望のヴァンピア,8,1,723,723,
渇望のヴァンピア,9,1,933,933,
渇望のヴァンピア,10,1,1205,1205,
渇望のヴァンピア,10,5,1444,1622,
魔奏のゲシュライ,6,1,433,433,
魔奏のゲシュライ,7,1,560,560,
魔奏のゲシュライ,8,1,723,723,
魔奏のゲシュライ,9,1,933,933,
魔奏のゲシュライ,10,1,1205,1205,
魔奏のゲシュライ,10,5,1444,1622,
ローゼンメッサー改,5,1,342,230,
ローゼンメッサー改,6,1,439,319,
ローゼンメッサー改,7,1,565,443,
ローゼンメッサー改,8,1,725,610,
ローゼンメッサー改,9,1,932,841,
ローゼンメッサー改,10,1,1197,1154,
ローゼンメッサー改,10,5,1434,1434,
ローゼンメッサー,5,1,342,230,
ローゼンメッサー,6,1,439,319,
ローゼンメッサー,7,1,565,443,
ローゼンメッサー,8,1,725,610,
ローゼンメッサー,9,1,932,841,
ローゼンメッサー,10,1,1197,1154,
ローゼンメッサー,10,5,1434,1434,
ローゼンツァーン改,5,1,342,230,
ローゼンツァーン改,6,1,439,319,
ローゼンツァーン改,7,1,565,443,
ローゼンツァーン改,8,1,725,610,
ローゼンツァーン改,9,1,932,841,
ローゼンツァーン改,10,1,1197,1154,
ローゼンツァーン改,10,5,1434,1434,
ローゼンツァーン,5,1,342,230,
ローゼンツァーン,6,1,439,319,
ローゼンツァーン,7,1,565,443,
ローゼンツァーン,8,1,725,610,
ローゼンツァーン,9,1,932,841,
ローゼンツァーン,10,1,1197,1154,
ローゼンツァーン,10,5,1434,1434,
ローゼンブレット改,5,1,342,230,
ローゼンブレット改,6,1,439,319,
ローゼンブレット改,7,1,565,443,
ローゼンブレット改,8,1,725,610,
ローゼンブレット改,9,1,932,841,
ローゼンブレット改,10,1,1197,1154,
ローゼンブレット改,10,5,1434,1434,
ローゼンブレット,5,1,342,230,
ローゼンブレット,6,1,439,319,
ローゼンブレット,7,1,565,443,
ローゼンブレット,8,1,725,610,
ローゼンブレット,9,1,932,841,
ローゼンブレット,10,1,1197,1154,
ローゼンブレット,10,5,1434,1434,
ローゼンフェーダー改,5,1,473,183,
ローゼンフェーダー改,6,1,615,218,
ローゼンフェーダー改,7,1,800,234,
ローゼンフェーダー改,8,1,1040,250,
ローゼンフェーダー改,9,1,1351,266,
ローゼンフェーダー改,10,1,1756,282,
ローゼンフェーダー改,10,5,2103,294,
ローゼンフェーダー,5,1,473,183,
ローゼンフェーダー,6,1,615,218,
ローゼンフェーダー,7,1,800,234,
ローゼンフェーダー,8,1,1040,250,
ローゼンフェーダー,9,1,1351,266,
ローゼンフェーダー,10,1,1756,282,
ローゼンフェーダー,10,5,2103,294,
ローゼンハンマー改,5,1,342,230,
ローゼンハンマー改,6,1,439,319,
ローゼンハンマー改,7,1,565,443,
ローゼンハンマー改,8,1,725,610,
ローゼンハンマー改,9,1,932,841,
ローゼンハンマー改,10,1,1197,1154,
ローゼンハンマー改,10,5,1434,1434,
ローゼンハンマー,5,1,342,230,
ローゼンハンマー,6,1,439,319,
ローゼンハンマー,7,1,565,443,
ローゼンハンマー,8,1,725,610,
ローゼンハンマー,9,1,932,841,
ローゼンハンマー,10,1,1197,1154,
ローゼンハンマー,10,5,1434,1434,
ローゼンランツェ改,5,1,342,230,
ローゼンランツェ改,6,1,439,319,
ローゼンランツェ改,7,1,565,443,
ローゼンランツェ改,8,1,725,610,
ローゼンランツェ改,9,1,932,841,
ローゼンランツェ改,10,1,1197,1154,
ローゼンランツェ改,10,5,1434,1434,
ローゼンランツェ,5,1,342,230,
ローゼンランツェ,6,1,439,319,
ローゼンランツェ,7,1,565,443,
ローゼンランツェ,8,1,725,610,
ローゼンランツェ,9,1,932,841,
ローゼンランツェ,10,1,1197,1154,
ローゼンランツェ,10,5,1434,1434,
ローゼンカノーネ改,5,1,473,183,
ローゼンカノーネ改,6,1,615,218,
ローゼンカノーネ改,7,1,800,234,
ローゼンカノーネ改,8,1,1040,250,
ローゼンカノーネ改,9,1,1351,266,
ローゼンカノーネ改,10,1,1756,282,
ローゼンカノーネ改,10,5,2103,294,
ローゼンカノーネ,5,1,473,183,
ローゼンカノーネ,6,1,615,218,
ローゼンカノーネ,7,1,800,234,
ローゼンカノーネ,8,1,1040,250,
ローゼンカノーネ,9,1,1351,266,
ローゼンカノーネ,10,1,1756,282,
ローゼンカノーネ,10,5,2103,294,
ローゼンアカンタ改,5,1,342,230,
ローゼンアカンタ改,6,1,439,319,
ローゼンアカンタ改,7,1,565,443,
ローゼンアカンタ改,8,1,725,610,
ローゼンアカンタ改,9,1,932,841,
ローゼンアカンタ改,10,1,1197,1154,
ローゼンアカンタ改,10,5,1434,1434,
ローゼンアカンタ,5,1,342,230,
ローゼンアカンタ,6,1,439,319,
ローゼンアカンタ,7,1,565,443,
ローゼンアカンタ,8,1,725,610,
ローゼンアカンタ,9,1,932,841,
ローゼンアカンタ,10,1,1197,1154,
ローゼンアカンタ,10,5,1434,1434,
ローゼンリューペー改,5,1,473,183,
ローゼンリューペー改,6,1,615,218,
ローゼンリューペー改,7,1,800,234,
ローゼンリューペー改,8,1,1040,250,
ローゼンリューペー改,9,1,1351,266,
ローゼンリューペー改,10,1,1756,282,
ローゼンリューペー改,10,5,2103,294,
ローゼンリューペー,5,1,473,183,
ローゼンリューペー,6,1,615,218,
ローゼンリューペー,7,1,800,234,
ローゼンリューペー,8,1,1040,250,
ローゼンリューペー,9,1,1351,266,
ローゼンリューペー,10,1,1756,282,
ローゼンリューペー,10,5,2103,294,
ローゼンゲヴェーア改,5,1,342,230,
ローゼンゲヴェーア改,6,1,439,319,
ローゼンゲヴェーア改,7,1,565,443,
ローゼンゲヴェーア改,8,1,725,610,
ローゼンゲヴェーア改,9,1,932,841,
ローゼンゲヴェーア改,10,1,1197,1154,
ローゼンゲヴェーア改,10,5,1434,1434,
ローゼンゲヴェーア,5,1,342,230,
ローゼンゲヴェーア,6,1,439,319,
ローゼンゲヴェーア,7,1,565,443,
ローゼンゲヴェーア,8,1,725,610,
ローゼンゲヴェーア,9,1,932,841,
ローゼンゲヴェーア,10,1,1197,1154,
ローゼンゲヴェーア,10,5,1434,1434,
ローゼンクーゲル改,5,1,342,230,
ローゼンクーゲル改,6,1,439,319,
ローゼンクーゲル改,7,1,565,443,
ローゼンクーゲル改,8,1,725,610,
ローゼンクーゲル改,9,1,932,841,
ローゼンクーゲル改,10,1,1197,1154,
ローゼンクーゲル改,10,5,1434,1434,
ローゼンクーゲル,5,1,342,230,
ローゼンクーゲル,6,1,439,319,
ローゼンクーゲル,7,1,565,443,
ローゼンクーゲル,8,1,725,610,
ローゼンクーゲル,9,1,932,841,
ローゼンクーゲル,10,1,1197,1154,
ローゼンクーゲル,10,5,1434,1434,
ローゼンボーゲン改,5,1,342,230,
ローゼンボーゲン改,6,1,439,319,
ローゼンボーゲン改,7,1,565,443,
ローゼンボーゲン改,8,1,725,610,
ローゼンボーゲン改,9,1,932,841,
ローゼンボーゲン改,10,1,1197,1154,
ローゼンボーゲン改,10,5,1434,1434,
ローゼンボーゲン,5,1,342,230,
ローゼンボーゲン,6,1,439,319,
ローゼンボーゲン,7,1,565,443,
ローゼンボーゲン,8,1,725,610,
ローゼンボーゲン,9,1,932,841,
ローゼンボーゲン,10,1,1197,1154,
ローゼンボーゲン,10,5,1434,1434,
ローゼンギタレ改,5,1,473,183,
ローゼンギタレ改,6,1,615,218,
ローゼンギタレ改,7,1,800,234,
ローゼンギタレ改,8,1,1040,250,
ローゼンギタレ改,9,1,1351,266,
ローゼンギタレ改,10,1,1756,282,
ローゼンギタレ改,10,5,2103,294,
ローゼンギタレ,5,1,473,183,
ローゼンギタレ,6,1,615,218,
ローゼンギタレ,7,1,800,234,
ローゼンギタレ,8,1,1040,250,
ローゼンギタレ,9,1,1351,266,
ローゼンギタレ,10,1,1756,282,
ローゼンギタレ,10,5,2103,294,
ゴルム・ソード改,4,1,353,,
ゴルム・ソード改,5,1,512,,
ゴルム・ソード改,6,1,671,,
ゴルム・ソード改,7,1,880,,
ゴルム・ソード改,8,1,1153,,
ゴルム・ソード改,9,1,1510,,
ゴルム・ソード改,10,1,1979,,
ゴルム・ソード改,10,5,2371,,
ゴルム・ソード,4,1,353,,
ゴルム・ソード,5,1,512,,
ゴルム・ソード,6,1,671,,
ゴルム・ソード,7,1,880,,
ゴルム・ソード,8,1,1153,,
ゴルム・ソード,9,1,1510,,
ゴルム・ソード,10,1,1979,,
ゴルム・ソード,10,5,2371,,
ゴルム・ゴレム改,4,1,353,,
ゴルム・ゴレム改,5,1,512,,
ゴルム・ゴレム改,6,1,671,,
ゴルム・ゴレム改,7,1,880,,
ゴルム・ゴレム改,8,1,1153,,
ゴルム・ゴレム改,9,1,1510,,
ゴルム・ゴレム改,10,1,1979,,
ゴルム・ゴレム改,10,5,2371,,
ゴルム・ゴレム,4,1,353,,
ゴルム・ゴレム,5,1,512,,
ゴルム・ゴレム,6,1,671,,
ゴルム・ゴレム,7,1,880,,
ゴルム・ゴレム,8,1,1153,,
ゴルム・ゴレム,9,1,1510,,
ゴルム・ゴレム,10,1,1979,,
ゴルム・ゴレム,10,5,2371,,
ゴルム・ブレイド改,4,1,353,,
ゴルム・ブレイド改,5,1,512,,
ゴルム・ブレイド改,6,1,671,,
ゴルム・ブレイド改,7,1,880,,
ゴルム・ブレイド改,8,1,1153,,
ゴルム・ブレイド改,9,1,1510,,
ゴルム・ブレイド改,10,1,1979,,
ゴルム・ブレイド改,10,5,2371,,
ゴルム・ブレイド,4,1,353,,
ゴルム・ブレイド,5,1,512,,
ゴルム・ブレイド,6,1,671,,
ゴルム・ブレイド,7,1,880,,
ゴルム・ブレイド,8,1,1153,,
ゴルム・ブレイド,9,1,1510,,
ゴルム・ブレイド,10,1,1979,,
ゴルム・ブレイド,10,5,2371,,
ゴルム・カッター改,4,1,353,,
ゴルム・カッター改,5,1,512,,
ゴルム・カッター改,6,1,671,,
ゴルム・カッター改,7,1,880,,
ゴルム・カッター改,8,1,1153,,
ゴルム・カッター改,9,1,1510,,
ゴルム・カッター改,10,1,1979,,
ゴルム・カッター改,10,5,2371,,
ゴルム・カッター,4,1,353,,
ゴルム・カッター,5,1,512,,
ゴルム・カッター,6,1,671,,
ゴルム・カッター,7,1,880,,
ゴルム・カッター,8,1,1153,,
ゴルム・カッター,9,1,1510,,
ゴルム・カッター,10,1,1979,,
ゴルム・カッター,10,5,2371,,
ゴルム・ガベル改,4,1,353,,
ゴルム・ガベル改,5,1,512,,
ゴルム・ガベル改,6,1,671,,
ゴルム・ガベル改,7,1,880,,
ゴルム・ガベル改,8,1,1153,,
ゴルム・ガベル改,9,1,1510,,
ゴルム・ガベル改,10,1,1979,,
ゴルム・ガベル改,10,5,2371,,
ゴルム・ガベル,4,1,353,,
ゴルム・ガベル,5,1,512,,
ゴルム・ガベル,6,1,671,,
ゴルム・ガベル,7,1,880,,
ゴルム・ガベル,8,1,1153,,
ゴルム・ガベル,9,1,1510,,
ゴルム・ガベル,10,1,1979,,
ゴルム・ガベル,10,5,2371,,
ゴルム・タワー改,4,1,353,,
ゴルム・タワー改,5,1,512,,
ゴルム・タワー改,6,1,671,,
ゴルム・タワー改,7,1,880,,
ゴルム・タワー改,8,1,1153,,
ゴルム・タワー改,9,1,1510,,
ゴルム・タワー改,10,1,1979,,
ゴルム・タワー改,10,5,2371,,
ゴルム・タワー,4,1,353,,
ゴルム・タワー,5,1,512,,
ゴルム・タワー,6,1,671,,
ゴルム・タワー,7,1,880,,
ゴルム・タワー,8,1,1153,,
ゴルム・タワー,9,1,1510,,
ゴルム・タワー,10,1,1979,,
ゴルム・タワー,10,5,2371,,
ゴルム・ベネット改,4,1,353,,
ゴルム・ベネット改,5,1,512,,
ゴルム・ベネット改,6,1,671,,
ゴルム・ベネット改,7,1,880,,
ゴルム・ベネット改,8,1,1153,,
ゴルム・ベネット改,9,1,1510,,
ゴルム・ベネット改,10,1,1979,,
ゴルム・ベネット改,10,5,2371,,
ゴルム・ベネット,4,1,353,,
ゴルム・ベネット,5,1,512,,
ゴルム・ベネット,6,1,671,,
ゴルム・ベネット,7,1,880,,
ゴルム・ベネット,8,1,1153,,
ゴルム・ベネット,9,1,1510,,
ゴルム・ベネット,10,1,1979,,
ゴルム・ベネット,10,5,2371,,
ゴルム・アクス改,4,1,353,,
ゴルム・アクス改,5,1,512,,
ゴルム・アクス改,6,1,671,,
ゴルム・アクス改,7,1,880,,
ゴルム・アクス改,8,1,1153,,
ゴルム・アクス改,9,1,1510,,
ゴルム・アクス改,10,1,1979,,
ゴルム・アクス改,10,5,2371,,
ゴルム・アクス,4,1,353,,
ゴルム・アクス,5,1,512,,
ゴルム・アクス,6,1,671,,
ゴルム・アクス,7,1,880,,
ゴルム・アクス,8,1,1153,,
ゴルム・アクス,9,1,1510,,
ゴルム・アクス,10,1,1979,,
ゴルム・アクス,10,5,2371,,
ゴルム・ハート改,4,1,353,,
